TOTAL NACIONAL,
    2 personas,47.161,46.920,46.651,46.342,46.003,45.654,45.274,44.938,44.577,44.198,43.818,43.490,43.179,42.850,42.535,42.278,
    3 personas,31.508,31.522,31.522,31.519,31.514,31.506,31.483,31.461,31.440,31.425,31.396,31.360,31.315,31.291,31.230,31.182,
    4 personas,26.071,26.422,26.782,27.151,27.541,27.937,28.327,28.709,29.087,29.481,29.862,30.220,30.567,30.936,31.278,31.606,
    5 personas o más,6.231,6.357,6.488,6.625,6.769,6.916,7.067,7.219,7.373,7.535,7.700,7.867,8.037,8.215,8.397,8.582,
Ciudad Real,
    Total,192.704,192.966,193.219,193.367,193.466,193.455,193.467,193.473,193.403,193.338,193.249,193.250,193.235,193.040,193.033,192.995,
    1 persona,56.913,56.508,56.112,55.653,55.134,54.516,53.938,53.381,52.727,52.056,51.343,50.703,50.071,49.142,48.480,47.696,
    2 personas,61.066,60.885,60.699,60.448,60.173,59.854,59.498,59.127,58.731,58.298,57.918,57.582,57.162,56.796,56.394,56.069,
    3 personas,36.639,36.806,36.944,37.082,37.225,37.363,37.504,37.621,37.761,37.918,38.073,38.212,38.351,38.538,38.671,38.824,
    4 personas,31.838,32.277,32.720,33.175,33.648,34.145,34.649,35.151,35.668,36.210,36.718,37.205,37.727,38.261,38.780,39.285,
    5 personas o más,6.248,6.490,6.745,7.009,7.287,7.578,7.879,8.194,8.517,8.855,9.196,9.547,9.923,10.303,10.709,11.122,
Cuenca,
    Total,75.443,75.688,75.925,76.190,76.413,76.611,76.822,77.051,77.289,77.521,77.760,78.020,78.273,78.513,78.874,79.242,
    1 persona,20.937,20.913,20.897,20.885,20.855,20.812,20.779,20.748,20.724,20.695,20.646,20.613,20.569,20.455,20.476,20.475,
    2 personas,24.190,24.234,24.259,24.297,24.299,24.281,24.266,24.261,24.270,24.259,24.257,24.267,24.281,24.309,24.349,24.414,
    3 personas,14.846,14.890,14.927,14.968,15.009,15.049,15.088,15.124,15.164,15.207,15.258,15.302,15.349,15.419,15.466,15.526,
    4 personas,11.802,11.942,12.093,12.248,12.412,12.584,12.758,12.936,13.102,13.280,13.465,13.647,13.825,14.018,14.203,14.381,
    5 personas o más,3.669,3.708,3.750,3.792,3.837,3.884,3.932,3.981,4.029,4.080,4.134,4.191,4.249,4.313,4.379,4.446,
Guadalajara,
    Total,106.366,105.985,105.592,105.189,104.749,104.253,103.770,103.279,102.789,102.280,101.758,101.275,100.821,100.311,99.900,99.546,
    1 persona,27.587,27.376,27.179,26.975,26.760,26.522,26.305,26.086,25.881,25.677,25.462,25.296,25.158,24.961,24.874,24.815,
    2 personas,32.856,32.614,32.355,32.101,31.836,31.531,31.239,30.947,30.665,30.369,30.086,29.827,29.592,29.356,29.143,28.977,
    3 personas,19.951,20.038,20.113,20.186,20.249,20.312,20.375,20.436,20.499,20.562,20.622,20.677,20.735,20.800,20.856,20.923,
    4 personas,20.061,20.059,20.058,20.052,20.038,20.030,20.006,19.976,19.928,19.875,19.809,19.720,19.609,19.493,19.357,19.197,
    5 personas o más,5.910,5.897,5.886,5.875,5.865,5.858,5.845,5.833,5.816,5.797,5.779,5.756,5.727,5.701,5.670,5.633,
Toledo,
    Total,274.317,273.527,272.695,271.816,270.874,269.777,268.674,267.685,266.546,265.330,264.141,263.040,262.010,260.787,259.810,258.826,
    1 persona,74.388,73.456,72.520,71.562,70.511,69.337,68.171,67.071,65.854,64.560,63.230,61.976,60.813,59.360,58.222,56.985,
    2 personas,83.028,82.714,82.373,81.987,81.599,81.146,80.700,80.296,79.833,79.328,78.914,78.541,78.173,77.837,77.505,77.268,
    3 personas,54.345,54.361,54.352,54.340,54.334,54.324,54.314,54.314,54.325,54.358,54.400,54.447,54.489,54.581,54.633,54.709,
    4 personas,48.653,48.957,49.267,49.596,49.940,50.311,50.665,51.012,51.373,51.749,52.096,52.412,52.709,53.024,53.303,53.563,
    5 personas o más,13.904,14.038,14.182,14.332,14.490,14.659,14.824,14.992,15.161,15.335,15.501,15.663,15.826,15.985,16.146,16.301,
CATALUÑA,
    Total,3.445.343,3.423.930,3.401.708,3.378.087,3.353.200,3.326.618,3.299.096,3.270.545,3.240.634,3.209.269,3.177.270,3.144.638,3.110.969,3.074.970,3.040.092,3.004.281,
    1 persona,1.064.361,1.050.390,1.036.331,1.021.629,1.005.984,989.122,971.897,954.097,935.006,915.069,894.505,873.776,852.181,827.927,805.387,780.841,
    2 personas,1.077.709,1.070.073,1.062.013,1.053.542,1.044.982,1.035.892,1.026.416,1.016.863,1.007.367,997.432,988.192,979.100,970.153,961.173,951.900,943.175,
    3 personas,603.014,604.388,605.532,606.464,607.291,607.997,608.631,609.065,609.485,609.798,609.917,609.828,609.650,609.676,609.509,609.719,
    4 personas,488.624,489.812,490.977,492.062,493.050,494.166,495.238,496.182,497.037,497.867,498.298,498.414,498.345,498.383,498.319,498.352,
    5 personas o más,211.637,209.266,206.855,204.391,201.893,199.441,196.914,194.339,191.739,189.103,186.358,183.520,180.640,177.813,174.977,172.194,
Barcelona,
    Total,2.580.567,2.563.241,2.545.322,2.526.387,2.506.330,2.484.992,2.462.786,2.439.679,2.415.348,2.389.771,2.363.496,2.336.615,2.308.781,2.278.866,2.249.553,2.219.245,
    1 persona,822.118,810.641,799.113,787.089,774.194,760.359,746.110,731.270,715.245,698.437,680.935,663.199,644.622,623.728,603.876,582.209,
    2 personas,796.925,791.051,784.852,778.391,771.887,764.968,757.752,750.519,743.285,735.755,728.742,721.884,715.186,708.408,701.446,694.817,
    3 personas,443.538,444.663,445.620,446.425,447.139,447.778,448.332,448.726,449.115,449.390,449.504,449.410,449.223,449.199,448.979,449.067,
    4 personas,359.452,360.448,361.435,362.357,363.185,364.127,365.043,365.861,366.646,367.402,367.868,368.081,368.139,368.297,368.395,368.607,
    5 personas o más,158.533,156.437,154.302,152.126,149.924,147.759,145.548,143.303,141.058,138.787,136.446,134.042,131.611,129.235,126.856,124.545,
Girona,
    Total,320.997,319.494,317.893,316.185,314.424,312.477,310.512,308.487,306.438,304.258,302.055,299.936,297.771,295.477,293.412,291.382,
    1 persona,74.982,74.559,74.140,73.704,73.285,72.748,72.258,71.803,71.344,70.846,70.375,70.002,69.634,69.125,68.901,68.615,
    2 personas,106.218,105.549,104.823,104.058,103.258,102.404,101.525,100.592,99.683,98.684,97.726,96.812,95.888,94.951,93.981,93.073,
    3 personas,62.829,62.707,62.559,62.385,62.191,61.976,61.757,61.516,61.273,61.025,60.752,60.478,60.190,59.915,59.639,59.388,
    4 personas,52.011,51.981,51.942,51.889,51.831,51.777,51.705,51.621,51.511,51.407,51.257,51.069,50.862,50.664,50.451,50.249,
    5 personas o más,24.957,24.697,24.428,24.148,23.860,23.572,23.267,22.954,22.627,22.296,21.945,21.576,21.198,20.822,20.439,20.057,
Lleida,
    Total,192.604,191.926,191.191,190.339,189.445,188.461,187.473,186.451,185.365,184.225,183.101,181.956,180.730,179.470,178.286,177.089,
    1 persona,66.038,65.293,64.534,63.697,62.826,61.890,60.954,59.998,58.984,57.924,56.853,55.763,54.602,53.360,52.208,50.967,
    2 personas,57.825,57.724,57.600,57.444,57.278,57.076,56.875,56.663,56.435,56.189,55.982,55.775,55.527,55.329,55.102,54.945,
    3 personas,32.415,32.628,32.832,33.031,33.228,33.424,33.629,33.835,34.048,34.271,34.499,34.733,34.977,35.229,35.489,35.764,
    4 personas,26.440,26.456,26.466,26.478,26.494,26.521,26.539,26.553,26.572,26.592,26.598,26.597,26.614,26.623,26.636,26.644,
    5 personas o más,9.886,9.824,9.759,9.689,9.619,9.550,9.476,9.400,9.325,9.249,9.169,9.088,9.010,8.929,8.852,8.769,
Tarragona,
    Total,351.176,349.269,347.302,345.177,343.001,340.689,338.325,335.929,333.483,331.016,328.618,326.131,323.687,321.156,318.842,316.566,
    1 persona,101.222,99.897,98.544,97.140,95.679,94.124,92.575,91.025,89.434,87.862,86.342,84.812,83.323,81.713,80.401,79.050,
    2 personas,116.741,115.748,114.737,113.649,112.559,111.444,110.264,109.089,107.963,106.805,105.742,104.630,103.552,102.483,101.372,100.340,
    3 personas,64.232,64.390,64.521,64.623,64.733,64.820,64.913,64.987,65.049,65.112,65.162,65.208,65.260,65.333,65.401,65.500,
    4 personas,50.721,50.927,51.133,51.338,51.540,51.741,51.951,52.146,52.308,52.465,52.575,52.667,52.731,52.799,52.837,52.853,
    5 personas o más,18.260,18.307,18.365,18.427,18.490,18.560,18.623,18.682,18.730,18.771,18.797,18.815,18.821,18.828,18.830,18.824,
COMUNITAT VALENCIANA,
    Total,2.159.088,2.151.799,2.143.771,2.135.111,2.125.543,2.114.817,2.103.792,2.092.467,2.080.738,2.068.096,2.055.546,2.043.129,2.030.556,2.016.686,2.004.366,1.992.114,
    1 persona,611.905,606.384,600.725,594.902,588.537,581.405,574.469,567.642,560.587,553.170,546.080,539.533,533.255,525.325,519.884,513.924,
    2 personas,675.342,672.108,668.502,664.651,660.549,656.011,651.179,646.375,641.629,636.453,631.599,626.941,622.205,617.663,612.687,608.361,
    3 personas,426.614,427.188,427.582,427.833,428.007,428.093,428.111,427.979,427.823,427.638,427.295,426.810,426.217,425.880,425.251,424.810,
    4 personas,332.608,334.185,335.746,337.262,338.768,340.389,341.941,343.278,344.471,345.615,346.454,346.927,347.215,347.462,347.520,347.388,
    5 personas o más,112.619,111.933,111.215,110.463,109.682,108.919,108.092,107.193,106.228,105.220,104.118,102.918,101.664,100.357,99.024,97.630,
Alicante/Alacant,
    Total,848.947,843.992,838.699,833.032,826.961,820.329,813.533,806.526,799.365,791.638,783.925,776.215,768.362,760.111,752.412,744.718,
    1 persona,240.662,237.624,234.545,231.391,228.075,224.434,220.864,217.341,213.817,210.068,206.497,203.176,199.932,196.192,193.272,190.134,
    2 personas,268.715,267.407,265.943,264.323,262.560,260.612,258.587,256.485,254.402,252.012,249.726,247.460,245.136,242.927,240.593,238.405,
    3 personas,167.098,166.388,165.586,164.697,163.745,162.732,161.669,160.530,159.346,158.142,156.848,155.479,154.054,152.681,151.241,149.887,
    4 personas,129.467,129.671,129.838,129.963,130.065,130.176,130.208,130.160,130.017,129.870,129.581,129.139,128.612,128.038,127.395,126.746,
    5 personas o más,43.005,42.902,42.787,42.657,42.516,42.376,42.205,42.011,41.784,41.547,41.273,40.961,40.628,40.272,39.912,39.546,
Castellón/Castelló,
    Total,236.990,236.679,236.303,235.934,235.454,234.864,234.306,233.751,233.184,232.623,232.037,231.539,231.064,230.467,230.150,229.813,
    1 persona,70.574,69.905,69.202,68.523,67.748,66.871,66.061,65.244,64.408,63.564,62.703,61.942,61.197,60.278,59.730,59.119,
    2 personas,73.378,73.197,72.988,72.771,72.513,72.203,71.858,71.551,71.270,71.013,70.750,70.505,70.288,70.077,69.840,69.648,
    3 personas,44.308,44.717,45.114,45.515,45.923,46.338,46.762,47.175,47.600,48.031,48.466,48.899,49.341,49.826,50.282,50.763,
    4 personas,34.879,35.200,35.536,35.869,36.220,36.605,36.994,37.372,37.733,38.086,38.441,38.780,39.098,39.427,39.728,40.012,
    5 personas o más,13.851,13.660,13.463,13.256,13.050,12.848,12.631,12.409,12.173,11.929,11.676,11.413,11.139,10.860,10.571,10.271,
Valencia/València,
    Total,1.073.151,1.071.128,1.068.768,1.066.145,1.063.128,1.059.623,1.055.953,1.052.191,1.048.189,1.043.835,1.039.584,1.035.375,1.031.130,1.026.108,1.021.804,1.017.583,
    1 persona,300.669,298.856,296.978,294.988,292.714,290.101,287.544,285.057,282.362,279.538,276.880,274.415,272.125,268.855,266.882,264.671,
    2 personas,333.250,331.504,329.571,327.557,325.476,323.196,320.734,318.340,315.957,313.429,311.123,308.977,306.782,304.659,302.254,300.308,
    3 personas,215.208,216.083,216.881,217.621,218.338,219.023,219.681,220.274,220.877,221.465,221.981,222.432,222.822,223.373,223.728,224.160,
    4 personas,168.262,169.314,170.372,171.430,172.483,173.608,174.739,175.747,176.721,177.659,178.432,179.008,179.505,179.997,180.397,180.631,
    5 personas o más,55.763,55.371,54.965,54.549,54.117,53.696,53.256,52.773,52.270,51.744,51.168,50.544,49.897,49.225,48.542,47.812,
EXTREMADURA,
    Total,438.072,437.925,437.655,437.399,436.903,436.205,435.503,434.876,434.089,433.121,432.202,431.399,430.679,429.640,428.900,428.175,
    1 persona,136.146,134.841,133.472,132.156,130.638,128.913,127.237,125.661,123.913,122.019,120.115,118.388,116.784,114.753,113.068,111.357,
    2 personas,146.972,146.122,145.174,144.193,143.105,141.945,140.729,139.500,138.237,136.855,135.567,134.270,132.969,131.684,130.447,129.258,
    3 personas,79.448,80.047,80.614,81.156,81.699,82.246,82.789,83.316,83.857,84.416,84.960,85.471,85.948,86.463,86.931,87.398,
    4 personas,64.066,65.077,66.134,67.195,68.300,69.455,70.606,71.748,72.905,74.108,75.275,76.411,77.525,78.672,79.757,80.819,
    5 personas o más,11.440,11.838,12.261,12.700,13.160,13.646,14.142,14.652,15.177,15.724,16.285,16.860,17.452,18.068,18.697,19.343,
Badajoz,
    Total,275.914,275.442,274.900,274.378,273.682,272.849,272.020,271.269,270.378,269.371,268.407,267.526,266.691,265.657,264.818,263.966,
    1 persona,82.298,81.369,80.390,79.469,78.406,77.194,76.019,74.959,73.763,72.474,71.187,70.018,68.948,67.599,66.491,65.356,
    2 personas,90.097,89.335,88.550,87.735,86.854,85.944,84.997,84.045,83.072,82.013,81.033,80.061,79.076,78.127,77.197,76.298,
    3 personas,52.712,52.969,53.209,53.428,53.640,53.851,54.059,54.240,54.425,54.619,54.794,54.945,55.065,55.202,55.303,55.399,
    4 personas,43.509,44.177,44.852,45.528,46.229,46.954,47.679,48.386,49.098,49.844,50.560,51.246,51.910,52.583,53.215,53.825,
    5 personas o más,7.299,7.593,7.900,8.219,8.554,8.905,9.267,9.638,10.020,10.421,10.833,11.256,11.692,12.145,12.611,13.090,
Cáceres,
    Total,162.158,162.483,162.755,163.021,163.220,163.357,163.483,163.607,163.711,163.750,163.795,163.873,163.987,163.984,164.082,164.208,
    1 persona,53.848,53.471,53.082,52.687,52.232,51.719,51.219,50.702,50.150,49.545,48.929,48.370,47.835,47.154,46.577,46.002,
    2 personas,56.876,56.787,56.624,56.458,56.251,56.000,55.732,55.455,55.166,54.841,54.534,54.208,53.893,53.557,53.249,52.960,
    3 personas,26.736,27.079,27.406,27.728,28.058,28.396,28.730,29.076,29.432,29.796,30.166,30.527,30.883,31.261,31.628,31.999,
    4 personas,20.557,20.900,21.282,21.667,22.071,22.501,22.927,23.361,23.807,24.264,24.715,25.165,25.616,26.089,26.542,26.995,
    5 personas o más,4.142,4.245,4.361,4.481,4.607,4.740,4.875,5.014,5.157,5.303,5.451,5.604,5.760,5.923,6.086,6.253,
GALICIA,
    Total,1.097.747,1.098.092,1.098.283,1.098.234,1.097.854,1.097.202,1.096.552,1.095.686,1.094.623,1.093.398,1.092.019,1.090.524,1.088.748,1.086.714,1.084.875,1.083.061,
    1 persona,322.681,320.274,317.802,315.164,312.247,309.122,306.104,302.889,299.525,296.116,292.635,289.262,285.777,282.081,278.801,275.484,
    2 personas,360.876,359.324,357.733,356.125,354.450,352.722,350.994,349.408,347.884,346.325,344.859,343.321,341.654,339.961,338.189,336.544,
    3 personas,223.419,224.934,226.389,227.791,229.175,230.523,231.838,233.099,234.320,235.498,236.614,237.666,238.683,239.700,240.624,241.550,
    4 personas,146.234,147.859,149.455,151.027,152.604,154.181,155.667,157.048,158.348,159.584,160.700,161.709,162.681,163.619,164.460,165.222,
    5 personas o más,44.537,45.703,46.904,48.128,49.378,50.654,51.949,53.242,54.546,55.876,57.211,58.566,59.953,61.353,62.801,64.262,
Coruña, A,
    Total,452.202,452.566,452.833,453.049,453.113,453.054,453.027,452.920,452.727,452.450,452.124,451.789,451.325,450.754,450.246,449.745,
    1 persona,127.663,127.033,126.369,125.671,124.860,123.956,123.131,122.236,121.308,120.362,119.401,118.528,117.629,116.663,115.871,115.065,
    2 personas,148.921,148.253,147.551,146.866,146.151,145.417,144.715,144.063,143.411,142.735,142.117,141.504,140.829,140.139,139.397,138.704,
    3 personas,92.884,93.529,94.147,94.743,95.331,95.907,96.462,97.001,97.517,98.017,98.491,98.927,99.335,99.742,100.117,100.493,
    4 personas,61.708,62.339,62.959,63.564,64.167,64.767,65.313,65.825,66.306,66.761,67.159,67.497,67.815,68.117,68.382,68.621,
    5 personas o más,21.027,21.412,21.807,22.205,22.605,23.007,23.406,23.796,24.185,24.575,24.955,25.334,25.717,26.094,26.479,26.862,
Lugo,
    Total,132.525,132.823,133.124,133.383,133.623,133.859,134.069,134.283,134.483,134.690,134.886,135.068,135.245,135.412,135.621,135.866,
    1 persona,40.571,40.412,40.242,40.044,39.822,39.593,39.340,39.078,38.798,38.516,38.225,37.923,37.607,37.266,36.970,36.677,
    2 personas,44.980,44.911,44.842,44.764,44.669,44.574,44.470,44.380,44.301,44.213,44.140,44.053,43.965,43.880,43.798,43.738,
    3 personas,26.880,27.061,27.244,27.422,27.606,27.788,27.970,28.155,28.335,28.519,28.694,28.872,29.050,29.229,29.397,29.570,
    4 personas,14.787,14.986,15.189,15.391,15.602,15.816,16.030,16.240,16.444,16.654,16.856,17.059,17.264,17.475,17.679,17.885,
    5 personas o más,5.306,5.454,5.607,5.762,5.923,6.088,6.258,6.430,6.605,6.787,6.972,7.162,7.360,7.563,7.777,7.997,
Ourense,
    Total,127.278,127.660,128.048,128.411,128.746,129.080,129.437,129.761,130.075,130.392,130.697,131.026,131.344,131.630,132.003,132.390,
    1 persona,41.298,41.130,40.967,40.782,40.564,40.340,40.128,39.883,39.606,39.333,39.034,38.770,38.494,38.165,37.927,37.679,
    2 personas,44.010,44.090,44.163,44.234,44.295,44.345,44.400,44.475,44.575,44.674,44.778,44.887,44.971,45.059,45.145,45.250,
    3 personas,24.819,25.039,25.257,25.472,25.695,25.921,26.150,26.372,26.597,26.818,27.042,27.262,27.491,27.730,27.962,28.195,
    4 personas,14.111,14.256,14.404,14.550,14.698,14.855,15.009,15.150,15.281,15.410,15.539,15.655,15.779,15.905,16.027,16.146,
    5 personas o más,3.040,3.146,3.258,3.373,3.493,3.619,3.749,3.882,4.017,4.157,4.303,4.451,4.608,4.771,4.942,5.121,
Pontevedra,
    Total,385.742,385.043,384.279,383.391,382.372,381.209,380.020,378.722,377.338,375.866,374.312,372.642,370.834,368.918,367.005,365.060,
    1 persona,113.149,111.699,110.225,108.667,107.001,105.233,103.505,101.693,99.812,97.904,95.975,94.041,92.047,89.987,88.033,86.063,
    2 personas,122.964,122.070,121.178,120.261,119.335,118.386,117.408,116.490,115.597,114.703,113.823,112.878,111.889,110.883,109.849,108.853,
    3 personas,78.836,79.306,79.741,80.154,80.543,80.907,81.256,81.571,81.872,82.144,82.388,82.606,82.806,82.999,83.148,83.292,
    4 personas,55.628,56.277,56.903,57.522,58.137,58.743,59.315,59.834,60.317,60.759,61.146,61.498,61.823,62.123,62.372,62.570,
    5 personas o más,15.165,15.691,16.232,16.787,17.356,17.940,18.535,19.134,19.739,20.356,20.980,21.619,22.269,22.926,23.603,24.282,
MADRID, COMUNIDAD DE,
    Total,2.954.363,2.935.511,2.915.841,2.895.162,2.873.033,2.849.433,2.825.620,2.801.278,2.775.936,2.749.675,2.723.035,2.696.373,2.669.772,2.641.726,2.615.410,2.589.061,
    1 persona,796.535,788.721,780.823,772.717,763.800,754.040,744.739,735.564,725.886,716.007,706.348,697.509,689.237,679.677,672.450,664.929,
    2 personas,904.603,897.588,890.057,882.436,874.323,865.627,856.915,848.326,839.602,830.575,821.795,813.296,805.120,796.935,789.077,781.600,
    3 personas,557.561,556.837,555.874,554.652,553.272,551.760,550.019,548.000,545.876,543.549,540.952,537.982,534.749,531.584,528.035,524.592,
    4 personas,494.073,493.288,492.530,491.423,490.307,489.243,487.874,486.119,484.157,482.025,479.438,476.259,472.614,468.785,464.504,460.004,
    5 personas o más,201.591,199.077,196.558,193.933,191.331,188.763,186.074,183.269,180.415,177.520,174.502,171.328,168.052,164.745,161.344,157.937,
MURCIA, REGIÓN DE,
    Total,616.940,612.370,607.649,602.829,597.791,592.534,587.200,581.851,576.391,570.971,565.540,560.293,554.971,549.473,544.328,539.087,
    1 persona,149.990,147.739,145.427,143.079,140.612,137.979,135.357,132.727,129.987,127.320,124.666,122.156,119.590,116.724,114.353,111.715,
    2 personas,188.712,186.568,184.371,182.120,179.757,177.290,174.729,172.183,169.686,167.146,164.682,162.386,160.076,157.842,155.541,153.380,
    3 personas,124.968,124.247,123.489,122.721,121.926,121.111,120.295,119.480,118.678,117.885,117.079,116.277,115.492,114.775,114.025,113.335,
    4 personas,106.306,106.739,107.169,107.600,108.055,108.560,109.073,109.573,110.029,110.488,110.878,111.167,111.439,111.696,111.919,112.115,
    5 personas o más,46.964,47.076,47.193,47.310,47.439,47.594,47.745,47.889,48.011,48.132,48.235,48.307,48.374,48.437,48.490,48.541,
NAVARRA, COMUNIDAD FORAL DE,
    Total,275.409,274.266,273.070,271.845,270.550,269.207,267.898,266.529,265.167,263.750,262.330,260.959,259.598,258.222,256.992,255.840,
    1 persona,75.686,75.110,74.538,73.990,73.400,72.762,72.205,71.620,71.053,70.501,69.970,69.527,69.131,68.751,68.556,68.430,
    2 personas,83.967,83.507,82.993,82.456,81.888,81.343,80.783,80.210,79.663,79.046,78.469,77.922,77.373,76.851,76.324,75.842,
    3 personas,51.088,51.057,51.018,50.966,50.914,50.855,50.792,50.728,50.664,50.591,50.509,50.423,50.330,50.232,50.125,50.017,
    4 personas,45.870,46.021,46.178,46.325,46.475,46.612,46.734,46.843,46.928,47.019,47.070,47.074,47.053,46.998,46.920,46.815,
    5 personas o más,18.798,18.570,18.342,18.107,17.872,17.634,17.384,17.128,16.859,16.593,16.312,16.014,15.710,15.391,15.067,14.735,
PAÍS VASCO,
    Total,964.974,961.878,958.646,955.264,951.644,947.746,943.801,939.692,935.345,930.786,926.248,921.900,917.432,912.664,908.018,903.439,
    1 persona,312.138,308.654,305.109,301.426,297.492,293.296,289.157,284.866,280.329,275.747,271.161,266.875,262.520,257.865,253.539,249.152,
    2 personas,326.688,324.314,321.857,319.473,317.111,314.708,312.219,309.769,307.337,304.719,302.331,300.080,297.885,295.705,293.375,291.341,
    3 personas,155.307,157.068,158.817,160.524,162.237,163.941,165.662,167.390,169.146,170.909,172.630,174.316,175.987,177.690,179.374,181.081,
    4 personas,129.960,131.198,132.464,133.701,134.934,136.200,137.447,138.651,139.836,141.040,142.115,143.022,143.861,144.680,145.474,146.125,
    5 personas o más,40.881,40.644,40.400,40.140,39.870,39.600,39.316,39.016,38.698,38.372,38.012,37.607,37.179,36.725,36.256,35.740,
Araba/Álava,
    Total,150.435,149.840,149.197,148.588,147.908,147.195,146.496,145.777,145.032,144.272,143.526,142.808,142.092,141.360,140.681,140.068,
    1 persona,48.577,48.164,47.735,47.321,46.850,46.356,45.901,45.426,44.930,44.448,43.985,43.582,43.205,42.807,42.498,42.251,
    2 personas,48.157,47.992,47.788,47.633,47.472,47.303,47.129,46.969,46.826,46.658,46.529,46.412,46.307,46.217,46.128,46.075,
    3 personas,24.013,24.140,24.267,24.385,24.506,24.624,24.742,24.861,24.979,25.098,25.205,25.305,25.398,25.488,25.569,25.650,
    4 personas,21.798,21.797,21.804,21.799,21.790,21.785,21.767,21.743,21.705,21.670,21.611,21.528,21.427,21.324,21.203,21.062,
    5 personas o más,7.891,7.748,7.602,7.450,7.290,7.127,6.956,6.778,6.591,6.399,6.195,5.980,5.756,5.524,5.283,5.031,
Bizkaia,
    Total,515.414,513.679,511.826,509.828,507.690,505.369,503.017,500.554,497.890,495.097,492.263,489.465,486.592,483.503,480.425,477.324,
    1 persona,180.620,178.152,175.598,172.899,170.052,167.011,163.969,160.816,157.462,154.031,150.533,147.114,143.591,139.857,136.221,132.461,
    2 personas,177.342,175.985,174.553,173.151,171.732,170.290,168.804,167.328,165.811,164.207,162.705,161.245,159.852,158.425,156.911,155.562,
    3 personas,83.368,84.430,85.497,86.547,87.598,88.649,89.717,90.791,91.881,92.986,94.073,95.139,96.201,97.290,98.369,99.460,
    4 personas,58.032,58.996,59.998,60.986,61.992,63.024,64.052,65.062,66.092,67.139,68.134,69.072,69.979,70.894,71.815,72.674,
    5 personas o más,16.053,16.114,16.181,16.245,16.315,16.394,16.476,16.557,16.643,16.734,16.819,16.895,16.968,17.038,17.109,17.168,
Gipuzkoa,
    Total,299.125,298.359,297.623,296.848,296.046,295.182,294.287,293.360,292.423,291.417,290.458,289.627,288.748,287.801,286.911,286.047,
    1 persona,82.941,82.338,81.776,81.206,80.590,79.929,79.287,78.624,77.936,77.267,76.643,76.179,75.723,75.201,74.820,74.441,
    2 personas,101.190,100.336,99.516,98.689,97.908,97.114,96.286,95.472,94.699,93.853,93.097,92.422,91.726,91.062,90.335,89.704,
    3 personas,47.926,48.498,49.052,49.593,50.133,50.668,51.202,51.738,52.285,52.825,53.352,53.872,54.388,54.913,55.436,55.971,
    4 personas,50.131,50.404,50.662,50.916,51.151,51.391,51.628,51.846,52.039,52.231,52.369,52.421,52.455,52.462,52.456,52.390,
    5 personas o más,16.937,16.782,16.617,16.445,16.264,16.079,15.884,15.681,15.464,15.240,14.998,14.733,14.456,14.163,13.863,13.542,
RIOJA, LA,
    Total,133.262,133.113,132.921,132.708,132.467,132.175,131.867,131.575,131.257,130.948,130.617,130.363,130.101,129.839,129.632,129.498,
    1 persona,41.014,40.761,40.488,40.215,39.911,39.569,39.230,38.905,38.559,38.235,37.896,37.632,37.365,37.087,36.893,36.740,
    2 personas,42.952,42.800,42.637,42.457,42.279,42.090,41.884,41.702,41.520,41.315,41.125,40.959,40.789,40.627,40.441,40.322,
    3 personas,24.311,24.459,24.598,24.728,24.860,24.981,25.105,25.221,25.335,25.451,25.558,25.666,25.776,25.889,25.997,26.100,
    4 personas,18.852,18.969,19.083,19.200,19.318,19.442,19.565,19.675,19.785,19.903,20.010,20.101,20.191,20.281,20.372,20.441,
    5 personas o más,6.132,6.125,6.116,6.108,6.099,6.093,6.084,6.071,6.057,6.044,6.028,6.005,5.980,5.955,5.929,5.896,
Ceuta,
    Total,34.291,33.910,33.509,33.088,32.665,32.240,31.794,31.344,30.892,30.401,29.917,29.412,28.890,28.330,27.744,27.111,
    1 persona,10.459,10.199,9.923,9.631,9.337,9.044,8.731,8.417,8.096,7.743,7.387,7.009,6.611,6.168,5.687,5.141,
    2 personas,7.925,7.818,7.707,7.588,7.468,7.344,7.215,7.081,6.947,6.796,6.655,6.508,6.361,6.200,6.038,5.875,
    3 personas,5.828,5.814,5.797,5.781,5.765,5.749,5.733,5.717,5.702,5.686,5.674,5.664,5.656,5.652,5.651,5.656,
    4 personas,6.300,6.238,6.175,6.113,6.050,5.985,5.923,5.862,5.799,5.744,5.683,5.624,5.564,5.510,5.459,5.412,
    5 personas o más,3.779,3.841,3.907,3.975,4.045,4.118,4.192,4.268,4.348,4.432,4.518,4.607,4.699,4.800,4.909,5.026,
Melilla,
    Total,32.308,31.916,31.517,31.111,30.698,30.302,29.901,29.486,29.090,28.696,28.318,27.941,27.577,27.211,26.870,26.556,
    1 persona,6.755,6.632,6.508,6.376,6.245,6.121,5.990,5.852,5.717,5.581,5.453,5.318,5.192,5.046,4.914,4.791,
    2 personas,6.117,6.088,6.057,6.033,5.998,5.980,5.957,5.927,5.910,5.893,5.886,5.883,5.879,5.874,5.876,5.883,
    3 personas,5.872,5.786,5.694,5.604,5.512,5.420,5.330,5.239,5.153,5.068,4.982,4.900,4.818,4.741,4.668,4.599,
    4 personas,7.821,7.697,7.572,7.445,7.321,7.193,7.070,6.948,6.825,6.705,6.582,6.460,6.341,6.229,6.119,6.013,
